id,title,content,category,created_at,updated_at,tags,linked_to,importance_level,original_format,conversion_metadata

## 🔗 Links & References

  

## 🌙 Evening Reflection

  

#### **What went well:**

  

#### **What could be improved:**

  

#### **Tomorrow’s priorities:**",daily-note,2025-12-08T17:50,,"accountable, command, dailynote, fail, failures, feel, guilty, honest, inbox, obsidian, talk, think",,,md,
386d3128a8354d84b5e0866a4a17d970,2024-12-20,"## 🎯 Today’s Focus

- [ ] 

   

## 📝 Notes & Thoughts

  -

## ✅ Tasks

  -

### Must Do
- [ ] 

   

### Should Do
- [ ] 

   

### Could Do
- [ ] 

   

## 📅 Meetings & Events

   

## 💡 Ideas & Insights

   

## 📚 Learning

   

## 🏆 Wins

   

## 🔗 Links & References

   

## 🌙 Evening Reflection

   

**What went well:**

   

**What could be improved:**

   

**Tomorrow’s priorities:**",daily-note,2024-12-20T00:00,,"command, dailynote, inbox",,,md,
e140d0a15580419b8fa6b73dedc62d00,2024-12-21,"## 🎯 Today’s Focus

- [ ] 

   

## 📝 Notes & Thoughts

  -

## ✅ Tasks

  -

### Must Do
- [ ] 

   

### Should Do
- [ ] 

   

### Could Do
- [ ] 

   

## 📅 Meetings & Events

   

## 💡 Ideas & Insights

   

## 📚 Learning

   

## 🏆 Wins

   

## 🔗 Links & References

   

## 🌙 Evening Reflection

   

**What went well:**

   

**What could be improved:**

   

**Tomorrow’s priorities:**",daily-note,2024-12-21T00:00,,"command, dailynote, inbox",,,md,
a0b0e107b0d54648a56807c5b56c7f80,2024-12-27,"## 🎯 Today’s Focus

- [ ] 

   

## 📝 Notes & Thoughts

  -

## ✅ Tasks

  -

### Must Do
- [ ] 

   

### Should Do
- [ ] 

   

### Could Do
- [ ] 

   

## 📅 Meetings & Events

   

## 💡 Ideas & Insights

   

## 📚 Learning

   

## 🏆 Wins

   

## 🔗 Links & References

   

## 🌙 Evening Reflection

   

**What went well:**

   

**What could be improved:**

   

**Tomorrow’s priorities:**",daily-note,2024-12-27T00:00,,"command, dailynote, inbox",,,md,
2a845835b3564ab48696503428a66487,2024-12-29,"## 🎯 Today’s Focus

- [ ] 

  

## 📝 Notes & Thoughts

  -

## ✅ Tasks

  -

### Must Do
- [ ] 

  

### Should Do
- [ ] 

  

### Could Do
- [ ] 

  

## 📅 Meetings & Events

  

## 💡 Ideas & Insights

  

## 📚 Learning

  

## 🏆 Wins

  

## 🔗 Links & References

  

## 🌙 Evening Reflection

  

**What went well:**

  

**What could be improved:**

  

**Tomorrow’s priorities:**

  

   
## 🎯 Today’s Focus

- [ ] 

   

## 📝 Notes & Thoughts

  -

## ✅ Tasks

  -

### Must Do
- [ ] 

   

### Should Do
- [ ] 

   

### Could Do
- [ ] 

   

## 📅 Meetings & Events

   

## 💡 Ideas & Insights

   

## 📚 Learning

   

## 🏆 Wins

   

## 🔗 Links & References

   

## 🌙 Evening Reflection

   

**What went well:**

   

**What could be improved:**

   

**Tomorrow’s priorities:**",daily-note,2025-12-05T18:50,,"command, dailynote, inbox",,,md,
7d6e01f9735444adabe1295dec01fb0c,2025-01-03,"## 🎯 Today’s Focus

- [ ] 

   

## 📝 Notes & Thoughts

  -

## ✅ Tasks

  -

### Must Do
- [ ] 

   

### Should Do
- [ ] 

   

### Could Do
- [ ] 

   

## 📅 Meetings & Events

   

## 💡 Ideas & Insights

   

## 📚 Learning

   

## 🏆 Wins

   

## 🔗 Links & References

   

## 🌙 Evening Reflection

   

**What went well:**

   

**What could be improved:**

   

**Tomorrow’s priorities:**",daily-note,2025-01-03T00:00,,"command, dailynote, inbox",,,md,
60d8a604c19b484d91cc101e10dbba4c,2025-01-04,"## 🎯 Today’s Focus

- [ ] 

   

## 📝 Notes & Thoughts

  -

## ✅ Tasks

  -

### Must Do
- [ ] 

   

### Should Do
- [ ] 

   

### Could Do
- [ ] 

   

## 📅 Meetings & Events

   

## 💡 Ideas & Insights

   

## 📚 Learning

   

## 🏆 Wins

   

## 🔗 Links & References

   

## 🌙 Evening Reflection

   

**What went well:**

   

**What could be improved:**

   

**Tomorrow’s priorities:**",daily-note,2025-01-04T00:00,,"command, dailynote, inbox",,,md,
64b45a8f1a6b4ff4bf2bc31a95c18ae2,2025-01-05,"## 🎯 Today’s Focus

- [ ] 

   

## 📝 Notes & Thoughts

  -

## ✅ Tasks

  -

### Must Do
- [ ] 

   

### Should Do
- [ ] 

   

### Could Do
- [ ] 

   

## 📅 Meetings & Events

   

## 💡 Ideas & Insights

   

## 📚 Learning

   

## 🏆 Wins

   

## 🔗 Links & References

   

## 🌙 Evening Reflection

   

**What went well:**

   

**What could be improved:**

   

**Tomorrow’s priorities:**",daily-note,2025-01-05T00:00,,"command, dailynote, inbox",,,md,
3d86f6d28b014c0d8f0d97473e02b994,2025-01-06,"## 🎯 Today’s Focus

- [ ] 

   

## 📝 Notes & Thoughts

  -

## ✅ Tasks

  -

### Must Do
- [ ] 

   

### Should Do
- [ ] 

   

### Could Do
- [ ] 

   

## 📅 Meetings & Events

   

## 💡 Ideas & Insights

   

## 📚 Learning

   

## 🏆 Wins

   

## 🔗 Links & References

   

## 🌙 Evening Reflection

   

**What went well:**

   

**What could be improved:**

   

**Tomorrow’s priorities:**",daily-note,2025-01-06T00:00,,"command, dailynote, inbox",,,md,
881758d3af8442f9881bcc5b2c973066,2025-01-10,"## 🎯 Today’s Focus

- [ ] 

   

## 📝 Notes & Thoughts

  -

## ✅ Tasks

  -

### Must Do
- [ ] 

   

### Should Do
- [ ] 

   

### Could Do
- [ ] 

   

## 📅 Meetings & Events

   

## 💡 Ideas & Insights

   

## 📚 Learning

   

## 🏆 Wins

   

## 🔗 Links & References

   

## 🌙 Evening Reflection

   

**What went well:**

   

**What could be improved:**

   

**Tomorrow’s priorities:**",daily-note,2025-01-10T00:00,,"command, dailynote, inbox",,,md,
5d7ca9a419fc456da146e27907876798,2025-01-24,"## 🎯 Today’s Focus

- [ ] 

   

## 📝 Notes & Thoughts

  -

## ✅ Tasks

  -

### Must Do
- [ ] 

   

### Should Do
- [ ] 

   

### Could Do
- [ ] 

   

## 📅 Meetings & Events

   

## 💡 Ideas & Insights

   

## 📚 Learning

   

## 🏆 Wins

   

## 🔗 Links & References

   

## 🌙 Evening Reflection

   

**What went well:**

   

**What could be improved:**

   

**Tomorrow’s priorities:**",daily-note,2025-01-24T00:00,,"command, dailynote, inbox",,,md,
2182da5379e54b64a3e45ec087190035,2025-02-11,"Today is another one of those days. I'm quite confused, even desperate about what is happening and how i should react. 

#Marriage is a mess. Business is a mess. I am a mess. 

I don't trust nothing or anyone at this moment. 

Things are fragile, maybe more than ever. I'm concerned. And #sad. Quite fucking sad.",daily-note,2025-02-11T07:14,,"career, command, dailynote, inbox, marriage, mental-health, sad",,,md,
472d55ef5c714bfc83dfd5bbf2939cec,2025-02-24,"Hoje é uma segunda feira, e na sexta feira eu e [[Tamara]] começamos a buscar hospitais com emergência para internar e operar o [[Luanzinho]] da [[Estenose Hipertrófica de Piloro]] que ele teve. Foi um puta desespero, passamos por 3 hospitais até acharmos o último que de fato internou e operou o pitoco. 

Ele está com uma recuperação surpreendente, superou todas as expectativas da equipe médica e amanhã ele vai poder tomar o primeiro leite desde a cirurgia que aconteceu no sábado. Caso ele tome sem nenhum refluxo, amanhã mesmo ele terá alta médica e nós vamos poder voltar pra nossa casinha. 

Tudo isso mexeu demais comigo, foi a primeira vez na vida que eu não consegui 100% segurar a onda e ser sempre o mais forte que dá suporte pra todo mundo. Eu sofri demais. Quando eu vejo meu filho cheio de fios e com a sonda nasográstica eu sempre choro. Meu desejo é poder pegar meu pitoco no colo e deitar agarradinho com a minha família.",daily-note,2025-02-24T18:11,,"command, dailynote, família, inbox",,,md,
8946ce45892d4427a30d6e5f6df43416,2025-02-27,"Hoje é (em teoria) o último dia do [[Luanzinho]] no hospital após a operação de [[Estenose Hipertrófica de Piloro]] que ele fez. 

Ele está já para ter alta, mamando normal e sem vomitar, e já está uma criança com uma outra fisionomia. Já te até as pernoquinhas gordinhas. 

Eu e [[Tamara]] fomos a falência financeira nessa período ficando em outra cidade, mas o que importa é que tudo deu certo. 

Aliviado.",daily-note,2025-02-27T19:03,,"command, dailynote, inbox",,,md,
d9623ff8f22641a9ae8ae504333754d4,2025-03-04,"It's been quite some last days. A lot of work to do, but more and more it feels like all this work with fade and die as time goes by. This got me #worried again. 

The #marriage is hard. We do not live the same lives, and we are not having the same vision of world, specially about the #work and financial aspects. This has been a #worry growing inside of me as well. Probably the worst of them. 

Each day we fight I get more convinced that all of this over quite some time ago, and we are hanging by threads trying not to get strangled in the process.


**13h39** 
*sadly just nailed it.*",daily-note,2025-03-04T11:53,,"command, dailynote, inbox, marriage, work, worried, worry",,,md,
c6254c2851e6456faa6e81026d2b5d6b,2025-03-08 16h11,"I'm definitely out of control of myself, my #emotions, my #sadness, my #anger, my #existence. 

It's all so fucked up, so messed and crossed overlapping in chaos. 

And yet i can't open up. I can't talk about it without breaking. 

I'm imploding faster and faster, fulled by #guilty and #fear. I'm not drowning in pain anymore, i'm just breathing underwater. Or perhaps i'm drowning and thinking i'm breathing. Don't know. 

Got to say that Tamara is actually being able to pull me back, even when i'm mean to her. 

I'm so #afraid of all. Of failing. Again. 

It's being fucking hard to look to life with cool lenses. Even with neutral realistic lenses. 

How do i get up and get going? How do I get going in a better way?

I need to learn this asap. The cracks are too wide now. 

I can't afford to break.",daily-note,2025-03-08T16:03,,"afraid, anger, command, dailynote, emotions, existence, fear, guilty, inbox, sadness",,,md,
c72bf5078ed94cdeb12d4ad60caff2bf,2025-03-10,"Things seems to be a little better now, but I'm still lost in the sea of life knowing nothing about nothing",daily-note,2025-03-10T14:09,,"command, dailynote, inbox",,,md,
cc08a7c345534bc5b9f97e0c1f3ece3a,2025-03-14,"I’m almost entirely convinced that my #marriage reached the end of the road. 

Not mainly for some big fight or problem, but for two people seeing and living two different worlds. 

I’m not afraid of being the entitled or egocentric on this story. I’m totally convinced I’m right. 

The list of reasons is large. And I can’t live pretending I don’t see all of her mechanisms, her belief system, her never ending scripted #behaviors. 

I can’t act like an idiot anymore. 

I’m incapable of being the support of her #immaturity, of being stuck her incapacity to live as an adult woman. 

It has become impossible to trade my #pain for her #childish needs. 

I might be a jerk for looking this way to a #marriage but is how I feel after all that happened. 

Is not lacking of #love. But I love a 30 years old child. 

I’ve lost so many #opportunities, #progress and #growth because of it. And when I lost I do not pay the price alone. 

It’s been five years of this. Five years of me paying the price while she’s learning about decency. It’s not fair. 

We are on thin ice. More than ever.",daily-note,2025-03-14T21:31,,"behaviors, childish, command, dailynote, growth, immaturity, inbox, love, marriage, opportunities, pain, progress",,,md,
0dd5749748254ac18ae3ed54dcdb570c,2025-11-12,"## 🎯 Today’s Focus

- [ ] 

   

## 📝 Notes & Thoughts

  -

## ✅ Tasks

  -

### Must Do
- [ ] 

   

### Should Do
- [ ] 

   

### Could Do
- [ ] 

   

## 📅 Meetings & Events

   

## 💡 Ideas & Insights

   

## 📚 Learning

   

## 🏆 Wins

   

## 🔗 Links & References

   

## 🌙 Evening Reflection

   

**What went well:**

   

**What could be improved:**

   

**Tomorrow’s priorities:**",daily-note,2025-11-12T00:00,,"command, dailynote, inbox",,,md,
e2afd3d5fe614e079079ab8c96bc3459,2025-11-13,"## 🎯 Today’s Focus

- [ ] 

   

## 📝 Notes & Thoughts

  -

## ✅ Tasks

  -

### Must Do
- [ ] 

   

### Should Do
- [ ] 

   

### Could Do
- [ ] 

   

## 📅 Meetings & Events

   

## 💡 Ideas & Insights

   

## 📚 Learning

   

## 🏆 Wins

   

## 🔗 Links & References

   

## 🌙 Evening Reflection

   

**What went well:**

   

**What could be improved:**

   

**Tomorrow’s priorities:**",daily-note,2025-11-13T00:00,,"command, dailynote, inbox",,,md,
7a00255c3d7140b8a2c4b52fa4f59886,2025-11-16,"## 🎯 Today’s Focus

- [ ] 

   

## 📝 Notes & Thoughts

  -

## ✅ Tasks

  -

### Must Do
- [ ] 

   

### Should Do
- [ ] 

   

### Could Do
- [ ] 

   

## 📅 Meetings & Events

   

## 💡 Ideas & Insights

   

## 📚 Learning

   

## 🏆 Wins

   

## 🔗 Links & References

   

## 🌙 Evening Reflection

   

**What went well:**

   

**What could be improved:**

   

**Tomorrow’s priorities:**",daily-note,2025-11-16T00:00,,"command, dailynote, inbox",,,md,
00179e0d00344af8ac3971bd6a96b675,2025-11-20,,daily-note,2025-11-20T01:04,,"command, dailynote, inbox",,,md,
685d2ea3a8ea44df947ac777d9ee591d,2025-12-05,"## 🎯 Today’s Focus

- [ ] 

  

## 📝 Notes & Thoughts

I keep having this #heaviness on my shoulders about making all this #effort and #wasting all this #time for no good reason. Or better put, for no reliable reason. 

No matter how much things fluctuate in my #marriage I can’t avoid the feeling that it’s all gone to shit, that is already too late. 

I can’t change my brain to go around this #thought and walk another path. And I keep trying to ignore many things until I got somehow used to it but I’m not capable. 

I feel that now we kinda landed, but we’re too far from each other. I can’t stop #feeling that she’s too #immature, to #dependent, too #needy. 

I have lived 10 years of #fatherhood before she became a mother. And that means a lot about how we feel and see things in different ways. 

We landed close enough to see each other but too far away to live in the same world. 

This life is breaking me, it’s breaking her and soon will break my boy. 

I keep living this life of mending every shit she’s done, always questioning myself how the fuck she did something so #stupid, so #reckless. 

And I’m the meantime I don’t live. She’d consumed all live I had and keep consuming every life I could get. And I’m #exhausted of #feeling this eternal gravitational pull of her drawing and dragging me in. 

## ✅ Tasks

  -

### Must Do
- [ ] 

  

### Should Do
- [ ] 

  

### Could Do
- [ ] 

  

## 📅 Meetings & Events

  

## 💡 Ideas & Insights

  

## 📚 Learning

  

## 🏆 Wins

  

## 🔗 Links & References

  

## 🌙 Evening Reflection

**What went well:**

  I finally built a small but effective daily note system in order to make journaling a daily habit. 

  It even got a dashboard [[Daily Notes Dashboard]]

**What could be improved:**

  Maybe having another life…

**Tomorrow’s priorities:**",daily-note,2025-12-05,,"command, dailynote, dependent, effort, exhausted, fatherhood, feeling, heaviness, immature, inbox, marriage, needy, reckless, stupid, thought, time, wasting",,,md,
d325f7765ef349fd9d8428584926b5d0,2025-12-06 22h 29,"## 🎯 Today’s Focus



## 📝 Notes & Thoughts

  The day was quite different from what it usually is today. We woke up fine, good humored, and decided we should go to the beach since the baby had really few moments on the beach, and so we did. 
  
  On the way Tamara started talking about some things, and as expected about our #finances, about the regular #money i send to the #kids and how she wanted to use a resource we have in our #company that gives her the right of a monthly recurrent #payment and give it to me so i could give it to the #kids. 
  
  Of course i didn't liked the idea. That idea changes the shape and color of the exact scenario we already live currently. 
  
  But i said nothing. 
  
  Just that i would consider. 
  
  and since i'm myself i got less verbal, more spinning in #overthinking loops. 
  
  Of course she wanted to help. Of course she meant no harm. 
  
  But still,  of course she yet lack understanding on almost every sentence she formulates. It's a #habit of her to overlook the reality as it is and look for some magical solution and just hold on that idea because it's easier. Again, i don't think that this was meant to be of any harm, but still remember me of very unhappy stuff about how she behaves and how her mind functions. 
  
  And as the day goes by we end at the same point as always. Hundreds of messages on my phones, dozens of questions and the most reliable behavior we can rely in our lives: the much she talked never ending the quieter i get. 
  
 #Loop... As fucking always. 
  
  And i guess the rest of the story goes to the next DN.

## ✅ Tasks


  -

### Must Do
- [ ] 

  

### Should Do
- [ ] 

  

### Could Do
- [ ] 

  

## 📅 Meetings & Events

  

## 💡 Ideas & Insights

  

## 📚 Learning

  

## 🏆 Wins

  

## 🔗 Links & References

  

## 🌙 Evening Reflection

  

**What went well:**

  

**What could be improved:**

  

**Tomorrow’s priorities:**",daily-note,2025-12-06,,"command, company, dailynote, finances, habit, inbox, kids, loop, money, overthinking, payment",,,md,
212dd72bdd3d4c74b98b4754f192e34d,2025-12-07 00h 00,"## 🎯 Today’s Focus

- [ ] 

  

## 📝 Notes & Thoughts

  Im as still trying to wrap around things about my day. 
  
  It looked like it would be a remarkable simple day... But... 
  
  It wasn't.
  
  I'll finish on next section of today DN.

## ✅ Tasks


  -

### Must Do
- [ ] 

  

### Should Do
- [ ] 

  

### Could Do
- [ ] 

  

## 📅 Meetings & Events

  

## 💡 Ideas & Insights

  

## 📚 Learning

  

## 🏆 Wins

  

## 🔗 Links & References

  

## 🌙 Evening Reflection

  

**What went well:**

  

**What could be improved:**

  

**Tomorrow’s priorities:**",daily-note,2025-12-07,,"command, dailynote, inbox",,,md,
e82724954f1e4072aaa1bce55a4a9565,2025-12-07 01h 03,"## 🎯 Today’s Focus



  

## 📝 Notes & Thoughts

Well, yesterday hasn't come to an end. The whole script was run again, even though in a less incendiary way. 

Tamara kept talking until 01h24, literally thousands of messages about her #feelings of being left aside, about my #emotional #instability with dozens of #moods per day and what not. 

I'm walking a new kind of #behavior when i answer as little as i can hoping she would realize that JESUS FUCKING CHRIST WOMAN DO I LOOK LIKE SOMEONE WHO WANTS TO TALK RIGHT NOW? 

I briefly told her that i don't like the way she keep saying that's ok for me to #feeling the way i feel, but in reality it's ok as long as i don't feel the way i feel. 

I'm indeed avoiding to tell her 80% of the things i feel and think because i know exactly how she will behave and how she can't handle my #truth well, and that is leaving in a very complicated place where i don't know what's worse between sharing my stuff and keeping it to myself.

It's some old shit we still have between us that of both being unable to share 100% of anything because of the other's #reactions. 

I was planning to use my daily notes for a lot of things i thought and felt today but it all got lost on the way until now. I barely can remember all i've thought, much less the content of those things. 

Now im filling the daily notes of yesterday and today at 02h41 in the morning because that's the time i got available to do it and i don't really want to give on the #journaling habit i'm trying to build here. 


## ✅ Tasks

  -

### Must Do
- [ ] 

  

### Should Do
- [ ] 

  

### Could Do
- [ ] 

  

## 📅 Meetings & Events

  

## 💡 Ideas & Insights

  

## 📚 Learning

  

## 🏆 Wins

  

## 🔗 Links & References

  

## 🌙 Evening Reflection

  

#### **What went well:**

  

#### **What could be improved:**

  

#### **Tomorrow’s priorities:**",daily-note,2025-12-07,,"behavior, command, dailynote, emotional, feeling, feelings, inbox, instability, journaling, moods, reactions, truth",,,md,
918759c535684137a616352c9e5bd14c,2025-12-07 03h 26,"## 🎯 Today’s Focus



  

## 📝 Notes & Thoughts

I need to start semi organizing and #planning some of the things i need to be addressing on my obsidian daily notes to ensure im covering the topics that matter and not just the topics im usually remembering to cry around when #journaling. 

One of those things is about my #spirituality. I noticed im constantly trying to come back to the old habits of keeping spirituality in the top tier list priorities of my life. <font color=""#2DC26B"">(sent to tasks)</font>

And another thing that i noticed is this habit of mine of keeping #complaining about things when im #journaling, which is a habit that keeps me even more focused on just the bad things. 

I need to #engage on getting to know myself they way i once knew, and that includes me as a whole and not just me as what i remember in the bad days. 
 
Another thing i must input on my DN is about my vision, #thoughts, doubts, #goals and stuff about my #career, about my #future, but all as a person and not as a technical, dead, unaware computer-like brain. <font color=""#2DC26B"">(sent to tasks)</font> [[Guia-Completo-Iniciar-Carreira-Terapia-Sexual-Clinica]] [[Seu-Caminho-Terapia-Sexual-Personalizado]][[Messy Brain Notes]]

And part of that vision of future includes me having a better time #management to organize my #studies as well. <font color=""#2DC26B"">(sent to tasks)</font>  [[Study plan]]

 

## ✅ Tasks

   ![[TASKS.base]]



### Must Do
- [ ] 

  

### Should Do
- [ ] 

  

### Could Do
- [ ] 

  

## 📅 Meetings & Events

  

## 💡 Ideas & Insights

  

## 📚 Learning

  

## 🏆 Wins

  

## 🔗 Links & References

  

## 🌙 Evening Reflection

  

#### **What went well:**

  

#### **What could be improved:**

  

#### **Tomorrow’s priorities:**",daily-note,2025-12-07,,"2dc26b, career, command, complaining, dailynote, engage, future, goals, inbox, journaling, management, planning, spirituality, studies, thoughts",,,md,
dd89c0e45439419fa32f10619bd67eea,2025-12-07 04h 52,"## 🎯 Today’s Focus



  

## 📝 Notes & Thoughts



## ✅ Tasks

![[TASKS.base]]
  

## 📅 Meetings & Events

  

## 💡 Ideas & Insights

  

## 📚 Learning

  

## 🏆 Wins

  

## 🔗 Links & References

  

## 🌙 Evening Reflection

  

#### **What went well:**

  

#### **What could be improved:**

  

#### **Tomorrow’s priorities:**",daily-note,2025-12-07,,"command, dailynote, inbox",,,md,
36e82aa9ae2b4e35a575ce157287ea17,2025-12-07 14h 49,"## 🎯 Today’s Focus



  

## 📝 Notes & Thoughts

Today i'm a little better from all the stress of yesterday and im focusing on organizing some of my obsidian bases and obsidian dashboards to upgrade this setup as my major tools to put my life back in track. 

My <font color=""#2DC26B"">finances Bases is created</font> and up to date. 

My <font color=""#2DC26B"">finances Dashboard is created</font> and up to date.

I have many parts of my life that are currently loose off my grip and  it turned to be a big problem to the level that i can't remember the most daily and relevant things of my routine. 

This is a thing that tamara usually complains about me and i can't deny she's right on this one, so i'm adding this tracking tools as a high level priority


## ✅ Tasks

![[TASKS.base]]
  

## 📅 Meetings & Events

  

## 💡 Ideas & Insights

  

## 📚 Learning

  

## 🏆 Wins

  

## 🔗 Links & References

  

## 🌙 Evening Reflection

  

#### **What went well:**

  

#### **What could be improved:**

  

#### **Tomorrow’s priorities:**",daily-note,2025-12-07,,"2dc26b, command, dailynote, inbox",,,md,
7b1ecd0162ea4ecc8336074836b01106,2025-12-08 03h 22,"## 🎯 Today’s Focus



  

## 📝 Notes & Thoughts


So, i stayed up late this night again, and at some point she woke up, has gone to the bathroom and spent the next 01h20 texting me, nonstop. She wasn't mean or something like that, but she was #lost on her own words (as she usually does). 

She repeatedly asked me if i was #planning to leave her, to end our #marriage, and said she was #worried because in the past i had very #hard times on putting people in places like that and i avoided the most until the last moment and if possible i vanished. Which is true, i was this person. But after how much i've been through i really don't give a fuck to how, when and why other people are #suffering. I learned i had my own tears to dry. 

And i said it to her and what not and then she came back to the magical plan approach and it's where things started to get agitaded inside me. 

She kept proposing many compromises for us to make to each other, she said we must do things together, we must be able to rely on each other, we must capable of #feeling safe as a #couple and so on... 

And that pissed me off for the single reason that it's all i ever tried and it's all that she ever failed. Now she pretend that there's no failure on the record and fucking proposed me as if i would be the one to struggle to this shit? 

I thought this outrageous. But i kept every response that escaped from my heart to the tip of tongue, every passive agressive perfect phrase i want to use to defend myself and the #hurt i carry in my story, i kept it all to myself. Started to reply her less and less while she kept the high pacing of keeping texting me. 

I decided i would prove to her that she's not capable of endure what she claims to be the #solution to all of our #problems. 

I shortly pointed out how i feel about the way she wonder about what and how is experience a day being myself, #feeling the way that i do.  A day surrounded of ghosts from the past sneaking their way around towards the future. 

I am still the one who need to fix everything she #fails in our #business. She is the one making poor and risky #choices. She is the one that will face something new and say ""i don't know how to do it"" and leave whatever the shit is hanging and pending. While im the one who do what she dont, wont or cant. 

I lost A LOT of #opportunities, #money, #network, #security, #stability, #energy and #time because of this #business. Yet once i decide im no longer available to bleed for the #company i am the one lacking #compassion, lacking #empathy, a person missing #gratitude and #admiration. What the fuck? 

Outrageous it was, #outrageous it remains.

But i kept my shit together and sticked to my plan of letting her bring the rope to the table just to end up hanged by her own terms. 

And man i tried to not feel this way, to get more #emotional. But i just couldn't. I don't have the #energy required to just put a white blanket over the past and just move on. I don't want to see my #marriage falling apart, but i don't want to live playing  doll house and faking that we are  something we ar not. 

